TARGET_deathRate,avgAnnCount,avgDeathsPerYear,incidenceRate,popEst2015,povertyPercent,studyPerCap,MedianAge,MedianAgeMale,MedianAgeFemale,Geography,AvgHouseholdSize,PercentMarried,PctHS25_Over,PctEmployed16_Over,PctUnemployed16_Over,PctPublicCoverage,PctMarriedHouseholds,BirthRate
163.9,48,14,507.4,7058,15.6,0,52,52.9,50.8,The Mountain States,2.29,56.9,27.8,48.1,10.5,67.9,54.17508418,3.703703704
175.5,256,100,454.1,41859,16.2,501.6842256,47.2,46.6,47.6,The Mountain States,2.36,57.8,31.4,48.9,6.2,62.9,54.02780201,6.717676047
137.4,409,134,420.4,110089,15.5,36.33423866,32.4,32.1,32.8,The Mountain States,2.9,56.8,27.5,60.8,5.6,70,58.56730088,7.807625299
161,57,24,394.4,11318,16.7,0,43.7,43.7,43.8,The Mountain States,2.55,61.2,36.8,44.7,4.7,51.5,57.58499414,5.523535062
107.2,13,4,351.1,2501,14.8,0,40.9,40.9,40.9,The Mountain States,2.59,56.6,36.5,46.9,6.8,61.7,55.89692765,4.31372549
154.8,792,271,458.6,207478,18,106.0353387,32.8,32,33.6,The Mountain States,2.98,53.8,32,56.3,9.4,58,55.46826325,6.940188877
184.5,35,15,431.8,6770,11.5,0,36.8,36.1,37.5,The Mountain States,0.0257,66.1,35.5,62.2,1.5,78.4,64.00613968,5.12455516
133.7,81,32,345.3,23506,15.6,0,31.7,30.9,33.2,The Mountain States,2.96,60.1,26.9,59.3,5.7,61.6,61.7563373,8.097815193
164.7,61,24,439.7,8496,16.6,0,50.2,47.5,51.9,The Mountain States,2.05,55.4,34,38.7,7.3,62,54.5504386,6.401766004
160.5,29,11,447.3,4087,15.7,489.3564962,52,50.4,52.3,The Mountain States,2.33,62.7,34.8,49.8,3.3,68.5,61.0073571,3.808180536
180,116,40,498.1,25876,14.4,0,30.8,29.9,31.5,The Mountain States,2.6,59.8,27.9,54.1,8.4,68.7,58.5998978,8.913784705
136.3,45,18,360,13074,10.8,0,32.4,32,32.9,The Mountain States,3.03,65,33.4,60.5,5,69.1,68.22474032,9.856115108
140.9,53,20,383.5,12819,15.1,0,36.3,35.5,37.2,The Mountain States,2.75,65.3,34.2,54.6,6,67.4,69.2651329,6.445533358
190,122,47,533,16852,15.9,0,44.7,40.9,47.4,The Mountain States,2.63,52.2,37.7,43.2,14.2,56.9,53.74742513,4.495990836
151.5,81,28,460.6,15284,17.1,0,36.3,35.3,37.2,The Mountain States,2.84,59.1,33.1,59.9,3.8,50.5,59.88361179,6.793917826
162,97,41,375.5,16272,16.3,0,48.9,47.5,50.4,The Mountain States,2.38,58.4,37.3,48.5,6.4,63.1,57.72444174,5.367647059
136.4,88,30,402.5,27157,11.5,0,31.1,31,31.2,The Mountain States,3.3,61.8,30.8,60.9,6.1,68,67.55122192,6.959459459
147.6,92,31,441.3,22814,15.7,0,32.1,31.8,32.5,The Mountain States,2.95,59.9,28.2,59.9,6.6,50.8,58.81427072,8.495681864
173.4,777,291,475.2,150346,12.9,525.454618,39.4,37.6,41.3,The Mountain States,2.54,55.3,28.4,57,7.9,67.8,54.14650573,7.001795332
148.9,134,50,395.9,38778,19.9,0,28.5,27.6,29.9,The Mountain States,2.33,45.5,19.8,58.6,7.6,80.5,46.33289125,4.020530368
142.6,55,20,435.5,7735,18.2,0,51.2,51.2,51.2,The Mountain States,2.03,57.8,33.7,48.1,6.1,63.2,49.31470035,5.332359386
185.6,33,12,538.6,3789,13.7,0,48.2,46.7,49.2,The Mountain States,2.31,55.6,34.3,50.7,6.5,56.4,51.69230769,4.80349345
145.9,22,7,460,5297,14.1,0,33.8,34.2,33.6,The Mountain States,3.21,59.5,38.3,58.6,6,51.1,64.90147783,6.751054852
125.2,74,22,376.2,38273,27.1,0,23.2,23.8,22.3,The Mountain States,3.6,53.6,15.8,56.7,10.2,76,71.70305677,6.963315217
163.5,92,39,405.3,20461,16.8,0,35.5,34.6,37,The Mountain States,2.83,60.3,29.2,60.5,4.8,55.7,61.27588137,5.314458111
180.1,245,102,466.9,40048,14.6,449.4606472,41.6,39,43.7,The Mountain States,2.4,50.4,30.7,58.1,6.1,69.8,48.72639165,6.338028169
141,19,8,349.5,4281,13.9,0,39,38.4,39.6,The Mountain States,2.66,61,38.4,54.5,6.7,74.6,60.68268015,5.384615385
152.5,56,19,446.4,11310,23.6,0,37.5,37.4,37.7,The Mountain States,2.85,51,36.9,49.7,11.7,48.7,52.37974039,9.079391892
166,120,45,457.5,22896,14.2,960.8665269,38.5,36.2,40.7,The Mountain States,2.77,55.5,33.1,54.4,10.1,59.4,57.26034123,8.451001054
114.3,30,9,385.5,7648,15.7,0,34.2,33.4,34.4,The Mountain States,2.99,55.5,39.8,57.4,9.4,60.6,53.96020289,12.93684856
225.1,95,44,497.6,12432,18.9,0,47.1,46.3,47.7,The Mountain States,2.16,55,36.2,47.8,11.8,59.9,49.00210084,8.244897959
114.2,25,8,376.2,10564,11.6,0,35.2,35.2,35.3,The Mountain States,2.85,52.9,20.1,70,8.5,67.5,54.25797503,7.958199357
165.4,399,144,471.4,82375,14.5,461.3050076,34.5,33.5,35.4,The Mountain States,2.71,55.7,28.9,60.2,5.9,65,55.38477444,8.551754776
131.6,54,18,410.8,10103,11.7,0,49.4,49.4,49.4,The Mountain States,2.99,50.9,28.6,53.1,5.7,59.7,55.92848181,1.604584527
173.6,72,28,481,9984,17.8,0,44.9,43.6,45.6,The Mountain States,2.59,54.4,34.4,45.6,9.7,54.7,50.8656873,8.792924037
167.4,403,158,467.4,67013,14.2,253.6821214,40.6,39.1,42.4,The East North Central Region,2.44,52.6,36.1,60.6,6.8,68.1,51.07688874,5.866611774
181.1,44,20,398.4,6780,35.6,0,39.7,38.1,42.2,The East North Central Region,2.65,37.8,35.8,41.5,13.9,39.5,36.76248109,4.373757455
171.7,104,39,492.1,16950,16.2,0,40.1,38.8,41.6,The East North Central Region,2.57,47.5,39.8,52.8,6.4,68.1,52.40728692,5.736868944
163.7,245,87,447.8,53585,10.2,0,38.2,37.3,39.2,The East North Central Region,2.95,55.1,36,60,9.7,71.2,59.52341552,5.621301775
165.8,37,12,520.2,6829,14.2,0,37.7,36.5,41.2,The East North Central Region,2.43,37.9,41.9,46.5,5.4,77.6,48.69158879,3.908484271
172.2,229,87,486.3,33587,13.1,2768.928454,43.4,42.4,44.4,The East North Central Region,2.4,55.4,39.4,59.1,7.6,70.1,53.04143193,5.996296824
152.3,35,12,493,4899,12.1,0,46.9,45.7,48.2,The East North Central Region,2.37,65.4,43.5,54.5,5.4,70.3,64.42074649,6.910994764
194.4,115,50,502.6,14616,12.6,0,47.5,46.3,48.5,The East North Central Region,0.0222,56.1,43.3,55.7,8.1,70.5,51.66994106,4.903978052
195.3,74,33,448.2,12847,13.2,0,39.2,37.1,41.2,The East North Central Region,2.51,51.1,46.5,59.5,8.5,69.9,49.13461538,4.770134808
152.5,781,267,450.2,208861,22.6,588.9084128,29.3,28.2,30.7,The East North Central Region,2.38,39.3,22.8,59.6,6.5,77.3,39.72870157,3.467190704
196,245,95,535.2,33642,14.4,0,42,40.4,44.3,The East North Central Region,2.31,51.1,44.1,54.6,5.4,70.2,47.89838008,4.048467569
199.1,100,45,467,15979,13.9,0,43.4,42.1,44,The East North Central Region,2.4,57,38.2,57.7,8.5,63.6,54.15977133,5.790960452
190,97,37,521,13428,13.6,0,42.8,42.1,44.4,The East North Central Region,2.39,56.5,38.6,57.7,6.7,62.2,54.57013575,6.40518172
167,210,78,475.8,37786,9.9,0,40.1,38.5,42.2,The East North Central Region,2.59,53,32.7,62.7,4.9,80.2,57.13255445,3.719306692
176.1,267,108,464.1,52521,22.9,476.0000762,33.3,32.5,34.1,The East North Central Region,2.31,42,32.2,55.9,9.7,69.2,43.22746048,4.437890116
177,24965,9445,470.8,5238216,17.1,371.1187168,35.9,34.7,37.1,The East North Central Region,2.65,41.9,24,59,10.7,61.5,41.00879123,4.994880839
191.5,139,52,536.7,19414,15.2,0,42.4,40.8,44.7,The East North Central Region,2.37,52.9,33.6,52.1,6.8,68.1,53.84514436,3.962879358
201.4,69,30,489,10898,12.2,0,41.6,40.7,42.7,The East North Central Region,2.51,56.1,37.2,56.7,7.4,68.1,55.0812065,6.796116505
171.7,437,155,485.5,104352,14.7,19.16590003,30.3,29.9,30.9,The East North Central Region,2.65,41.4,26.3,61.7,10.4,73.3,45.12060962,4.533178353
195.5,109,43,512.9,16247,10.9,0,42.8,40.9,44.7,The East North Central Region,2.36,56.5,38.6,61,7.7,72.5,52.6754386,8.025966362
177.5,114,44,475.1,19823,10,0,38.3,37.6,39.4,The East North Central Region,2.58,57.7,36.2,61.5,6.1,64.6,55.88080861,6.28798504
152.7,4427,1457,461.9,933736,7.9,214.1933052,38.8,37.4,40.2,The East North Central Region,2.72,55.6,19,65.1,7,79,57.95795707,4.783276672
177,118,48,461.5,17664,15.1,0,43.4,41.9,45.1,The East North Central Region,2.29,56.3,39.2,54.1,9.6,67.2,52.3587351,6.41025641
189.9,48,19,517.6,6534,11.6,0,43.7,41.6,44.9,The East North Central Region,2.37,55.1,36.8,56,8.3,69.3,52.20825853,9.853733641
129.9,748,187,480.8,212438,6.3,47.07255764,38,37.3,38.4,South Atlantic Region,3.14,62.6,19.3,63.7,6.2,79.6,70.02327635,5.246691229
198.3,140,58,493.5,22311,24.4,0,40.9,39.6,42.8,South Atlantic Region,2.54,52.6,38.3,45,8.4,53.3,52.2945571,6.796906797
165.3,3906,1311,476.5,1010562,17.4,267.1780653,34.8,33.9,35.7,South Atlantic Region,2.5,38.3,18,60.6,9.9,67.8,36.35648244,4.41557191
136.4,156,51,408.2,29400,19.7,0,45.1,44.2,45.9,South Atlantic Region,2.58,59.3,35.5,46.7,10,51.5,58.65270824,6.54966528
211.1,18,9,488.4,3065,19.4,0,40,38.6,43,South Atlantic Region,2.67,54.7,44.6,56.2,7.1,66.6,57.98394291,0.855920114
168.9,432,168,449.1,83579,19.3,23.92945596,40.5,39.5,41.5,South Atlantic Region,2.49,48.9,28.2,56.2,9.3,58.7,46.22883848,5.647184414
191.7,266,105,478.8,56574,17.8,0,37,35.5,38.6,South Atlantic Region,2.83,53.8,35.7,54.4,8.3,56.1,55.57090946,6.428197261
199.1,124,58,434.1,25205,26.2,0,39.1,36.7,41.2,South Atlantic Region,2.7,47.3,36.8,47.7,10.5,44.2,47.69147789,3.794871795
177.8,115,43,464,16710,24.4,0,47.6,45.8,49.4,South Atlantic Region,2.4,52.7,35.6,44.5,6.8,54.8,50.23110183,6.786885246
146.1,2732,808,439.6,895823,13.4,35.72134227,414,33.3,35.6,South Atlantic Region,3.12,52.2,23.4,63.6,8.3,65.2,56.50014415,4.837677143
180.5,244,94,477,43996,15.3,0,38.8,38.1,39.3,South Atlantic Region,2.74,53.7,34,49.1,7.7,60.3,57.34660926,6.010723356
153.5,844,270,482.4,193535,16.8,258.3512026,35.6,34.4,36.6,South Atlantic Region,3,52.2,28.1,58.8,7.5,61.5,56.16692476,6.393153226
160.6,43,20,349.7,8551,35.3,0,43.9,41.2,47.8,South Atlantic Region,2.49,30.2,40.6,28.6,14.6,54.8,33.64120782,3.166561115
213.9,162,69,500.5,28854,18.8,138.6289596,40.3,37.9,41.4,South Atlantic Region,2.63,55.2,37.7,49.6,12.3,58,55.69738191,6.089508437
139.4,160,51,417,33381,9.5,59.91432252,43.1,42.2,44,South Atlantic Region,2.79,56.7,27.4,56.9,8,73.7,62.51512532,5.808219178
166.4,146,61,425.6,25534,21.4,0,43.2,40.8,44.7,South Atlantic Region,2.48,52.9,37.9,46.8,6.2,55.6,50.8789553,8.220466516
178.8,62,24,475.7,11539,19,0,40.1,39.7,40.5,South Atlantic Region,2.65,52.2,43.2,49.6,12.1,53.3,51.36070111,5.545147996
175.9,825,280,477.6,217739,13.7,13.77796353,36.3,34.9,37.5,South Atlantic Region,3,50.6,30.5,57.7,10.3,69.1,54.53251946,3.860213737
174,576,225,437.6,150033,17.2,6.665200323,34.8,33.3,36.1,South Atlantic Region,2.72,51.7,30,56.6,9.7,69.3,51.96295401,5.666906226
192.8,50,23,434.9,9245,25.3,0,39,35.5,41.8,South Atlantic Region,2.71,47.3,44.2,42.3,6.8,48.5,49.2949111,5.602094241
213.2,303,124,493.1,63360,13.5,0,38.3,37.5,38.9,South Atlantic Region,2.88,56.7,34.3,56.5,7.9,67.6,59.92968453,4.117165096
169.3,73,25,476.7,13635,18.2,0,39.9,38.4,40.8,South Atlantic Region,2.61,53.8,40.2,51.7,12.7,55.5,54.22316931,3.74722134
171.6,68,29,411.6,14920,24.8,0,36.1,36.1,36.1,South Atlantic Region,2.75,54.9,40.2,50.4,6.6,45.8,53.23834197,4.831625183
211.2,93,44,461.6,16106,26.4,0,38.4,36.1,41.1,South Atlantic Region,0.0261,41.6,41.2,39.9,17,43.3,40.59765561,4.429860541
215,41,22,409.5,8957,34.6,0,40.7,36.1,46,South Atlantic Region,2.53,37.6,36.8,43.9,10.3,44.9,34.62088698,3.774792067
167.8,46,20,384.8,9656,30.4,3935.376968,39.6,39.1,40.7,South Atlantic Region,2.8,42,39.3,48.3,9,52.2,48.98454077,2.640934485
162.1,150,50,472.1,28494,14.5,0,39.4,37.8,40.7,South Atlantic Region,2.76,52.5,37.3,54.1,9.5,65.1,56.32384273,3.929500144
204.1,103,42,506.7,18201,21.3,0,38.6,39.1,37.9,South Atlantic Region,2.62,45.3,37.9,46.5,15.6,58.4,49.75897994,4.34410443
209.2,43,20,429.4,10312,23.9,0,33.6,34.2,33.2,South Atlantic Region,2.72,48.5,30.5,44,14.6,46.9,47.60237069,6.906534326
169.7,253,98,451.7,47731,25.4,62.8522344,38.5,37.1,39.7,South Atlantic Region,2.65,45,43.6,45.5,6.6,57.4,45.14172336,4.598218303
192.8,132,44,520.4,29202,11.8,0,36.7,35.9,37.3,South Atlantic Region,2.76,56.4,28.6,59.1,7.2,73.5,61.04842736,5.414364641
170.3,185,65,425.5,62467,17.2,0,27.6,26.5,28.9,South Atlantic Region,2.72,54.1,31.5,48.9,12.9,69.5,51.98099638,9.713596623
196.7,42,21,383.2,7673,17.9,0,47.2,46.2,47.8,South Atlantic Region,2.23,46.5,42.2,48.9,9.3,58.6,43.21167883,1.638311279
180.9,41,20,366.5,17731,21.9,0,31.2,31.3,31.1,South Atlantic Region,3.27,47.6,36.9,46.6,15.6,60.5,51.32549332,5.82010582
180.9,457,167,485,112865,24.5,70.88114119,29.4,28.4,30.4,South Atlantic Region,2.78,40.6,28.3,51.8,13,58.5,42.70748576,6.143722718
158.1,169,50,536.1,31408,18.6,0,36,35.5,36.6,South Atlantic Region,2.66,47.5,28.6,55,8.2,66.3,50.8388959,3.509433962
219.5,116,53,467.6,21540,27.6,0,38.2,37.1,38.7,South Atlantic Region,2.61,48.4,38.6,50,9.5,54.9,47.41114254,5.374121538
143.9,69,28,351.3,13969,23.3,0,47.6,46.8,47.6,South Atlantic Region,2.63,47.8,35.8,54.1,8.8,54.3,45.9592145,2.708877285
214.9,74,34,460.3,13632,34.1,0,40.5,40.1,42.7,South Atlantic Region,2.62,34.5,37.8,38.3,18.7,49.2,37.7028181,6.381381381
227.2,168,71,534,28441,19.7,0,40.2,39.6,40.6,South Atlantic Region,2.75,50.8,39.9,50.8,8.7,59,52.26091221,5.50827789
159.3,39,17,373.2,8761,25.9,0,500.4,41.4,42.1,South Atlantic Region,2.83,44.1,37.5,45.9,14.3,56.5,43.53518822,12.64845606
173.9,125,49,456.9,21190,23.6,0,42.1,40.4,43.8,South Atlantic Region,2.65,48.7,39,45,12.8,51.2,47.19879139,6.365870002
200.8,36,17,450.6,5854,25.1,0,41,40.3,43.7,South Atlantic Region,0.0242,49.6,40.3,50.6,6.5,52.6,46.04377104,2.32
179.7,131,46,511.7,22574,32.6,0,37.6,35.3,40.5,South Atlantic Region,2.55,39.8,39.8,43.8,13.5,46.6,41.19164619,7.192480588
139.2,145,45,461.6,27103,14.8,0,41.9,39.9,43.9,South Atlantic Region,2.68,51.1,35.4,49.8,10.5,66.2,55.31781651,4.581280788
163.1,43,15,437,8951,22.4,0,38,36.6,41.6,South Atlantic Region,2.62,45.1,42.3,46.9,6.7,54.3,48.53503185,6.796116505
172.3,106,39,471.5,18046,15,3657.320182,43.2,44,42.3,South Atlantic Region,2.76,53.8,34.8,53.8,6.9,66.2,56.46618884,3.7027833
204,176,77,453,39565,18.7,0,37.2,36.4,38.3,South Atlantic Region,2.75,54.4,36.8,52.9,11.1,53.2,54.97330711,3.893548721
190,947,362,504.8,200579,21.9,174.4948374,33.5,31.5,35.5,South Atlantic Region,2.61,39.5,27.7,50.2,11,62.4,39.01594283,6.992367626
182.4,431,161,476,105473,19.4,0,429.6,33.5,37.2,South Atlantic Region,2.92,44.4,32,56,11.8,60.6,47.2359343,6.215613383
140.8,157,45,465.6,35965,7.9,0,39.7,38.5,40.6,South Atlantic Region,2.88,61.2,21.3,61.5,5,80.6,67.14646465,3.593692703
150.6,81,27,455.9,14871,15.8,0,42.4,41.4,43.3,South Atlantic Region,2.63,52.6,36.1,53.9,5.3,62.2,54.51100686,6.672760512
173.2,542,173,495.4,152238,10.7,6.568662226,35.1,34.1,35.8,South Atlantic Region,2.99,57.5,35.6,63.4,8.7,72.3,61.33374058,4.002336389
222.3,135,60,487.9,26720,21.7,2844.311377,34.7,33.1,35.5,South Atlantic Region,2.5,44.7,30.1,52.7,11.3,60.9,46.71562217,2.874946891
176.4,196,68,512.6,30309,12.3,263.9480022,44.7,44.2,45.5,South Atlantic Region,2.61,62.8,30.8,52.3,8.3,68,63.72496899,5.382482466
219.8,100,48,469.3,19103,18.9,0,39,36.2,40.3,South Atlantic Region,2.72,50.2,39.3,54.1,8.9,54.2,51.56748911,7.704581719
224.3,90,41,472,17941,13.7,0,38.9,38.5,39.7,South Atlantic Region,2.92,56.2,39.2,52.4,10.4,65.2,62.30679741,3.422926717
127.1,51,20,341.5,11396,23.9,0,41.3,39.9,41.6,South Atlantic Region,0.0255,41.2,43.6,40.8,7.4,54.2,47.32708386,3.860242322
186.9,129,55,438.7,21353,18.9,0,45.6,45.1,46.2,South Atlantic Region,2.49,58.7,39,53.7,6.3,61.9,56.32238242,5.057135911
250,20,10,527.2,2302,29.5,0,49.2,46.8,52.2,South Atlantic Region,2.29,40.2,40.7,38.9,11.2,48.8,38.52216749,8.61618799
169,114,44,466.6,16281,20.6,0,47.8,47.1,48.7,South Atlantic Region,2.34,55.1,34,45.2,7.3,50.8,51.99587568,5.049875312
127,38,13,374.8,7193,36.3,0,39.2,35,44,South Atlantic Region,2.54,40.7,35.3,43.9,10.4,41.8,39.83536149,10.85271318
197.6,903,392,453.5,201793,26,535.2019148,33.3,31.6,35.6,South Atlantic Region,2.68,35.2,31.1,48.6,12,56.6,34.5491049,6.251597303
162.1,373,131,437.7,88856,17.3,0,37.5,35.6,39.3,South Atlantic Region,2.91,46.4,31.2,55.9,11.2,62.2,48.17540425,5.788659325
151.3,19,8,358,5168,20.1,0,38.4,38.1,38.5,South Atlantic Region,2.7,53.4,34.4,51,12.4,51.7,51.72964343,6.255585344
214.9,82,39,475.8,14162,26.2,353.0574778,40,37.8,41.7,South Atlantic Region,2.61,45.1,42.2,48.2,9.8,52,45.70888469,7.930489731
180.1,56,23,446.2,8647,26.4,0,45.1,44.6,45.5,South Atlantic Region,2.62,46.9,40.3,54.1,9.4,51.1,47.7128143,2.387267905
196.2,361,139,511.1,64051,27.4,0,38.2,36.3,40,South Atlantic Region,2.76,44.8,36.5,47.2,12.4,54.3,45.6838491,5.051532411
213.1,158,70,476.6,25586,20.9,0,41.2,40,42.2,South Atlantic Region,2.7,54.9,38.3,49.9,10.6,59.1,57.56686236,7.304204452
228.8,35,15,512.8,5851,39.4,0,38,33.8,46.3,South Atlantic Region,2.48,23.1,35.6,29.3,14.5,41.3,22.99248989,2.584269663
181.7,158,63,460,30779,33.9,0,34.6,32.6,36.6,South Atlantic Region,2.58,37.6,31.4,46.5,14.4,49.3,38.83188635,6.812933025
178,1962.667684,19,453.5494221,5040,12.8,0,49.2,47.6,50.4,West North Central Region,2.18,63.2,42.4,57.6,3.3,76.1,56.35407537,7.09382151
151.9,1962.667684,100,453.5494221,65787,17.9,45.60171462,30.1,29.3,31,West North Central Region,2.46,43.6,28.1,68,4.9,79.5,46.2430072,4.61118069
161.5,1962.667684,65,453.5494221,25313,8.9,1896.258839,43.5,42,45.2,West North Central Region,2.27,55.4,37.6,66.2,3.2,81.5,52.52364454,5.656722201
187.8,1962.667684,83,453.5494221,35569,12.1,0,41,40.6,41.8,West North Central Region,2.51,50.6,36.4,58.7,5.4,73.1,51.24645469,5.169121658
148.8,1962.667684,111,453.5494221,98741,4.8,638.0328334,36.9,36.1,37.6,West North Central Region,2.76,62.3,21.2,73.2,3.8,87.5,64.90514511,5.473379087
168.1,1962.667684,76,453.5494221,28706,15.7,0,48.3,48,48.6,West North Central Region,2.19,61.1,35.4,52.6,7.4,61.7,54.46484132,7.941812463
167.2,1962.667684,33,453.5494221,12109,11.5,0,43,42.5,44.3,West North Central Region,2.36,56.4,36,65.6,2.6,68.5,53.27640985,8.914100486
149,1962.667684,82,453.5494221,54293,6.2,0,40.2,38.7,41.4,West North Central Region,2.63,57.2,34.6,64.7,5.5,80.1,60.30391761,5.001246158
161,1962.667684,98,453.5494221,62324,13.3,0,32.4,32,32.9,West North Central Region,2.51,49.6,27.3,68.8,4.3,78.8,51.69798007,6.780928638
184.9,1962.667684,23,453.5494221,8803,17.8,0,42.5,41.5,43.7,West North Central Region,2.48,57.1,38.1,53.2,7.4,57.6,55.39300057,7.495429616
128.7,1962.667684,11,453.5494221,5194,10.4,0,51.3,50.5,52.6,West North Central Region,1.93,63.3,25.1,62,4,73.9,53.31825038,2.465166131
153.8,1962.667684,32,453.5494221,11549,12.9,0,42.8,42,44.2,West North Central Region,2.38,57.7,36.2,59.2,4.9,70.6,53.63046662,8.062360802
176.7,1962.667684,160,453.5494221,63428,10.9,378.3817872,43.5,42.7,44.5,West North Central Region,2.36,56.3,31.4,57.9,5.7,70.1,52.53935141,6.153360682
154.4,1962.667684,571,453.5494221,414686,7.3,159.1565667,37.5,36.5,38.6,West North Central Region,2.59,55.2,21.6,54.1,5,82.2,54.81702095,5.401029725
153.6,1962.667684,32,453.5494221,20364,7.6,0,37.9,36.9,39,West North Central Region,2.67,59.6,33.5,71.4,3.5,81.8,59.42297512,6.386701662
160.9,1962.667684,91,453.5494221,37075,9.6,80.91706001,44.1,42.4,45.9,West North Central Region,2.32,59.8,29.9,63.8,4.5,77.9,56.35323607,6.190278355
158.9,1962.667684,40,453.5494221,14050,13.5,1138.790036,46.7,44.1,48.3,West North Central Region,2.18,57.4,39.9,61.5,4.2,72.1,52.24348917,3.50678733
152.7,1962.667684,50,453.5494221,20834,11.6,0,43,41.7,44.4,West North Central Region,2.4,59.1,35.7,64.5,4.3,74.8,55.92544836,5.655206776
164.1,1962.667684,84,453.5494221,30613,12.5,65.33172182,44.6,43.1,46.4,West North Central Region,2.33,52.7,36.7,61.5,4.9,70.3,49.27268529,5.846508564
161.6,1962.667684,106,453.5494221,46435,9.6,0,43,41.3,44.4,West North Central Region,2.42,55.8,33,63.9,5.3,77.2,54.15846326,6.13624545
159.9,1962.667684,17,453.5494221,5903,10.5,0,46.3,44.5,48.2,West North Central Region,2.32,60.1,33.4,61.1,3.6,73.5,55.41501976,8.227848101
156.8,1962.667684,1854,453.5494221,1223149,13,690.0222295,36.1,35.3,37.2,West North Central Region,2.39,47.2,17.8,67.9,6,75.4,43.89529902,5.881342381
141.8,1962.667684,40,453.5494221,18773,8.4,0,45,43.6,46.4,West North Central Region,2.35,58.1,34.3,64.4,4.9,76.7,55.63023079,3.366021733
156,1962.667684,51,453.5494221,20655,12.2,0,48,47.7,48.4,West North Central Region,2.32,62.6,31.8,56.6,5,67.9,58.75725504,3.229308005
177.3,1962.667684,72,453.5494221,38429,7.8,0,39.5,37.8,40.4,West North Central Region,2.68,53.6,37.8,54.1,7.3,75,55.03236361,5.876216968
177.7,1962.667684,123,453.5494221,45435,14.7,0,45.9,44.6,47.1,West North Central Region,2.33,58.5,31.8,54.2,7.1,69.6,55.68151859,6.184256155
130.4,1962.667684,22,453.5494221,10079,9.8,0,43.4,42.7,44.3,West North Central Region,2.32,59.4,34.8,66,3.2,80.4,54.91502067,7.996051333
162.2,1962.667684,35,453.5494221,15837,13.8,0,43.9,42.9,44.5,West North Central Region,2.55,54.9,39.7,56.3,9.8,64.6,54.8215151,4.499229584
147.5,1962.667684,85,453.5494221,42542,11.5,1504.395656,39.9,37.7,42.2,West North Central Region,2.48,57.7,27.9,64.9,4.8,70.7,55.81102928,5.730234678
168.3,1962.667684,14,453.5494221,4424,9.9,0,48.1,46.7,49.6,West North Central Region,2.28,54.7,35,60.3,2.8,73.8,51.67364017,6.869220608
173.3,1962.667684,37,453.5494221,12841,15.3,0,47.4,46.9,47.9,West North Central Region,2.18,55,36.5,54.4,7.8,62.3,49.86310746,3.367670365
145.6,1962.667684,20,453.5494221,6856,10.4,0,49.8,47.8,51.6,West North Central Region,2.24,61.2,38.3,60.8,3.7,78.6,55.75048733,6.786941581
164.5,1962.667684,32,453.5494221,10631,10.5,0,50.2,50,50.5,West North Central Region,2.06,62.3,36.2,54,4.8,71.9,54.17731472,7.011070111
172.7,1962.667684,11,453.5494221,3923,10.7,0,50.3,51.3,48.7,West North Central Region,2.4,52.3,44.8,59.9,4.8,69.4,51.32470733,5.924855491
166.9,1962.667684,56,453.5494221,27663,8.9,36.14936919,41.3,41.2,41.3,West North Central Region,2.52,58.4,35.5,66.9,5.3,78.7,57.7359535,7.140456989
146.8,1962.667684,17,453.5494221,5771,10.2,0,46.5,45.1,48.4,West North Central Region,2.25,59.1,40.5,63.9,2.8,78.6,54.22507008,5.539070228
163,1962.667684,49,453.5494221,25673,11.5,0,35.1,33.8,36.5,West North Central Region,2.46,51.3,35.1,69,5.3,76.7,50.33139185,5.799293999
175.4,1962.667684,81,453.5494221,35932,7.9,1586.329734,39.9,38.7,42,West North Central Region,2.4,56,38,66.7,4.5,77.3,53.36392469,7.114267269
215.7,1962.667684,15,453.5494221,5457,19.6,0,36.3,35.6,37.3,West North Central Region,2.71,46.3,37.1,56.2,9.2,47.9,44.27786107,8.348623853
148.2,1962.667684,22,453.5494221,9423,9.6,0,43.8,43.2,44.3,West North Central Region,2.32,59.4,37.4,62.8,4.7,76.8,54.6809039,6.110201855
162.5,1962.667684,58,453.5494221,20022,12.2,49.94506043,45.4,44.4,47.6,West North Central Region,2.26,54.9,38.6,62.5,3.5,72.5,50.45861171,7.700101317
151.2,1962.667684,48,453.5494221,23102,10,0,42,41.8,42.2,West North Central Region,2.48,60.4,38.3,63.6,4.7,75.7,57.3795509,6.093113066
190,1962.667684,63,453.5494221,25788,12,0,40.3,38.9,41.7,West North Central Region,2.52,51.9,38.3,58.4,7.7,69.7,50.5574358,6.653151493
169.5,1962.667684,74,453.5494221,32775,11.8,0,41.2,40,42.5,West North Central Region,2.43,57.5,38.6,63.6,5.8,71.3,55.11533853,5.734925549
155.6,1962.667684,88,453.5494221,39116,12.1,0,39,37.7,40.8,West North Central Region,2.51,53.1,32.6,62.5,6.5,73.4,50.11345219,6.166646274
156.4,1962.667684,25,453.5494221,8413,9.6,0,47.6,46.7,48.5,West North Central Region,2.24,61.4,36.5,61.1,4.5,76.2,55.47230399,6.466069142
133.3,1962.667684,47,453.5494221,33347,10.2,0,35.7,35.6,35.7,West North Central Region,2.39,50.8,27,70.4,4,80.7,52.822868,5.329918283
138.1,1962.667684,40,453.5494221,21770,13,0,36.6,35.6,37.6,West North Central Region,2.71,54.1,34.3,63,6.9,67.3,53.9275695,7.86717183
